Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g020707	GCF_000725265:NZ_CP006002.1:28460-28155	GCF_000725265:IJJELEDP_05253	hypothetical protein		
g020708	GCF_000725265:NZ_CP006002.1:29194-29391	GCF_000725265:IJJELEDP_05254	hypothetical protein		
g020709	GCF_000725265:NZ_CP006002.1:29336-30574	GCF_000725265:IJJELEDP_05255	hypothetical protein		
g020710	GCF_000725265:NZ_CP006002.1:30894-30595	GCF_000725265:IJJELEDP_05256	hypothetical protein		
g020711	GCF_000725265:NZ_CP006002.1:3157-2735	GCF_000725265:IJJELEDP_05223	hypothetical protein		
g020712	GCF_000725265:NZ_CP006002.1:32093-32365	GCF_000725265:IJJELEDP_05259	hypothetical protein		
g020713	GCF_000725265:NZ_CP006002.1:32392-32619	GCF_000725265:IJJELEDP_05260	hypothetical protein		
g020714	GCF_000725265:NZ_CP006002.1:34951-36138	GCF_000725265:IJJELEDP_05263	Peptide antibiotic transporter SbmA		
g020715	GCF_000725265:NZ_CP006002.1:38255-37860	GCF_000725265:IJJELEDP_05266	hypothetical protein		
g020716	GCF_000725265:NZ_CP006002.1:38955-39743	GCF_000725265:IJJELEDP_05267	CFA/I fimbrial subunit D		
g020717	GCF_000725265:NZ_CP006002.1:40393-40172	GCF_000725265:IJJELEDP_05268	Insertion element IS6110 uncharacterized 12.0 kDa protein		
g020718	GCF_000725265:NZ_CP006002.1:40973-42106	GCF_000725265:IJJELEDP_05269	hypothetical protein		
g020719	GCF_000725265:NZ_CP006002.1:4202-5161	GCF_000725265:IJJELEDP_05224	Plasmid segregation protein ParM		
g020720	GCF_000725265:NZ_CP006002.1:42103-43305	GCF_000725265:IJJELEDP_05270	hypothetical protein		
g020721	GCF_000725265:NZ_CP006002.1:43268-44035	GCF_000725265:IJJELEDP_05271	hypothetical protein		
g020722	GCF_000725265:NZ_CP006002.1:44028-44654	GCF_000725265:IJJELEDP_05272	Lipoprotein-releasing system ATP-binding protein LolD	3.6.3.-	
g020723	GCF_000725265:NZ_CP006002.1:46219-45908	GCF_000725265:IJJELEDP_05273	hypothetical protein		
g020724	GCF_000725265:NZ_CP006002.1:46434-46318	GCF_000725265:IJJELEDP_05274	hypothetical protein		
g020725	GCF_000725265:NZ_CP006002.1:47046-46519	GCF_000725265:IJJELEDP_05275	hypothetical protein		
g020726	GCF_000725265:NZ_CP006002.1:48294-48575	GCF_000725265:IJJELEDP_05278	hypothetical protein		
g020727	GCF_000725265:NZ_CP006002.1:5161-5556	GCF_000725265:IJJELEDP_05225	hypothetical protein		
g020728	GCF_000725265:NZ_CP006002.1:51654-51322	GCF_000725265:IJJELEDP_05280	hypothetical protein		
g020729	GCF_000725265:NZ_CP006002.1:51981-52223	GCF_000725265:IJJELEDP_05281	hypothetical protein		
g020730	GCF_000725265:NZ_CP006002.1:53176-52310	GCF_000725265:IJJELEDP_05282	hypothetical protein		
g020731	GCF_000725265:NZ_CP006002.1:53598-53368	GCF_000725265:IJJELEDP_05283	hypothetical protein		
g020732	GCF_000725265:NZ_CP006002.1:54538-53660	GCF_000725265:IJJELEDP_05284	Recombination-promoting nuclease RpnA	3.1.21.-	
g020733	GCF_000725265:NZ_CP006002.1:54869-54603	GCF_000725265:IJJELEDP_05285	hypothetical protein		
g020734	GCF_000725265:NZ_CP006002.1:55583-56209	GCF_000725265:IJJELEDP_05287	hypothetical protein		
g020735	GCF_000725265:NZ_CP006002.1:56764-56120	GCF_000725265:IJJELEDP_05288	hypothetical protein		
g020736	GCF_000725265:NZ_CP006002.1:56982-57560	GCF_000725265:IJJELEDP_05289	hypothetical protein		
g020737	GCF_000725265:NZ_CP006002.1:57927-58493	GCF_000725265:IJJELEDP_05290	hypothetical protein		
g020738	GCF_000725265:NZ_CP006002.1:59334-59116	GCF_000725265:IJJELEDP_05292	Heat-stable enterotoxin A3/A4		
g020739	GCF_000725265:NZ_CP006002.1:59711-60229	GCF_000725265:IJJELEDP_05293	hypothetical protein		
g020740	GCF_000725265:NZ_CP006002.1:60323-60652	GCF_000725265:IJJELEDP_05294	hypothetical protein		
g020741	GCF_000725265:NZ_CP006002.1:6040-5768	GCF_000725265:IJJELEDP_05226	hypothetical protein		
g020742	GCF_000725265:NZ_CP006002.1:61092-60574	GCF_000725265:IJJELEDP_05295	hypothetical protein		
g020743	GCF_000725265:NZ_CP006002.1:61238-61933	GCF_000725265:IJJELEDP_05296	hypothetical protein		
g020744	GCF_000725265:NZ_CP006002.1:63129-62602	GCF_000725265:IJJELEDP_05298	Plasmid segregation protein ParM		
g020745	GCF_000725265:NZ_CP006002.1:63563-63144	GCF_000725265:IJJELEDP_05299	Plasmid segregation protein ParM		
g020746	GCF_000725265:NZ_CP006002.1:64032-64412	GCF_000725265:IJJELEDP_05300	hypothetical protein		
g020747	GCF_000725265:NZ_CP006002.1:6493-7581	GCF_000725265:IJJELEDP_05227	hypothetical protein		
g020748	GCF_000725265:NZ_CP006002.1:65615-66223	GCF_000725265:IJJELEDP_05303	hypothetical protein		
g020749	GCF_000725265:NZ_CP006002.1:68189-66234	GCF_000725265:IJJELEDP_05304	Chromosome-partitioning protein Spo0J		
g020750	GCF_000725265:NZ_CP006002.1:68215-68811	GCF_000725265:IJJELEDP_05305	hypothetical protein		
g020751	GCF_000725265:NZ_CP006002.1:71585-69126	GCF_000725265:IJJELEDP_05306	Outer membrane usher protein YraJ		
g020752	GCF_000725265:NZ_CP006002.1:72240-71542	GCF_000725265:IJJELEDP_05307	Chaperone protein caf1M		
g020753	GCF_000725265:NZ_CP006002.1:72796-72293	GCF_000725265:IJJELEDP_05308	CS6 fimbrial subunit B		
g020754	GCF_000725265:NZ_CP006002.1:73278-72814	GCF_000725265:IJJELEDP_05309	CS6 fimbrial subunit A		
g020755	GCF_000725265:NZ_CP006002.1:74953-74651	GCF_000725265:IJJELEDP_05311	hypothetical protein		
g020756	GCF_000725265:NZ_CP006002.1:77072-77341	GCF_000725265:IJJELEDP_05314	hypothetical protein		
g020757	GCF_000725265:NZ_CP006002.1:77568-77284	GCF_000725265:IJJELEDP_05315	hypothetical protein		
g020758	GCF_000725265:NZ_CP006002.1:9181-9071	GCF_000725265:IJJELEDP_05231	hypothetical protein		
g020759	GCF_000732965:NZ_CP008957.1:1022142-1022987	GCF_000732965:MFCHHHFC_00940	Inner membrane ABC transporter permease protein YdcV		
g020760	GCF_000732965:NZ_CP008957.1:1026348-1026668	GCF_000732965:MFCHHHFC_00944	Ascorbate-specific PTS system EIIB component	2.7.1.194	
g020761	GCF_000732965:NZ_CP008957.1:1026680-1028161	GCF_000732965:MFCHHHFC_00945	Arylsulfatase	3.1.6.1	
g020762	GCF_000732965:NZ_CP008957.1:1029234-1029097	GCF_000732965:MFCHHHFC_00947	hypothetical protein		
g020763	GCF_000732965:NZ_CP008957.1:1033459-1034700	GCF_000732965:MFCHHHFC_00953	hypothetical protein		
g020764	GCF_000732965:NZ_CP008957.1:1035476-1035799	GCF_000732965:MFCHHHFC_00955	hypothetical protein		
g020765	GCF_000732965:NZ_CP008957.1:1062163-1063548	GCF_000732965:MFCHHHFC_00975	hypothetical protein		
g020766	GCF_000732965:NZ_CP008957.1:1065087-1066880	GCF_000732965:MFCHHHFC_00977	hypothetical protein		
g020767	GCF_000732965:NZ_CP008957.1:1066970-1067449	GCF_000732965:MFCHHHFC_00978	hypothetical protein		
g020768	GCF_000732965:NZ_CP008957.1:1067880-1067611	GCF_000732965:MFCHHHFC_00979	hypothetical protein		
g020769	GCF_000732965:NZ_CP008957.1:1069405-1068206	GCF_000732965:MFCHHHFC_00980	hypothetical protein		
g020770	GCF_000732965:NZ_CP008957.1:1069745-1069419	GCF_000732965:MFCHHHFC_00981	hypothetical protein		
g020771	GCF_000732965:NZ_CP008957.1:1070083-1069766	GCF_000732965:MFCHHHFC_00982	hypothetical protein		
g020772	GCF_000732965:NZ_CP008957.1:1076769-1077467	GCF_000732965:MFCHHHFC_00992	Urease accessory protein UreD		
g020773	GCF_000732965:NZ_CP008957.1:1077558-1077860	GCF_000732965:MFCHHHFC_00993	Urease subunit gamma	3.5.1.5	
g020774	GCF_000732965:NZ_CP008957.1:1090738-1089881	GCF_000732965:MFCHHHFC_01008	hypothetical protein		
g020775	GCF_000732965:NZ_CP008957.1:1091161-1090820	GCF_000732965:MFCHHHFC_01009	hypothetical protein		
g020776	GCF_000732965:NZ_CP008957.1:1091477-1091148	GCF_000732965:MFCHHHFC_01010	hypothetical protein		
g020777	GCF_000732965:NZ_CP008957.1:1111511-1111708	GCF_000732965:MFCHHHFC_01031	hypothetical protein		
g020778	GCF_000732965:NZ_CP008957.1:1114274-1113981	GCF_000732965:MFCHHHFC_01033	hypothetical protein		
g020779	GCF_000732965:NZ_CP008957.1:1117149-1117382	GCF_000732965:MFCHHHFC_01037	hypothetical protein		
g020780	GCF_000732965:NZ_CP008957.1:1126998-1127153	GCF_000732965:MFCHHHFC_01047	hypothetical protein		
g020781	GCF_000732965:NZ_CP008957.1:1128372-1128461	GCF_000732965:MFCHHHFC_01051	hypothetical protein		
g020782	GCF_000732965:NZ_CP008957.1:1133131-1133373	GCF_000732965:MFCHHHFC_01055	Antigen 43		
g020783	GCF_000732965:NZ_CP008957.1:1133391-1133951	GCF_000732965:MFCHHHFC_01056	Clamp-binding protein CrfC		
g020784	GCF_000732965:NZ_CP008957.1:1134057-1134800	GCF_000732965:MFCHHHFC_01057	Clamp-binding protein CrfC		
g020785	GCF_000732965:NZ_CP008957.1:1134797-1135267	GCF_000732965:MFCHHHFC_01058	hypothetical protein		
g020786	GCF_000732965:NZ_CP008957.1:1135336-1135770	GCF_000732965:MFCHHHFC_01059	hypothetical protein		
g020787	GCF_000732965:NZ_CP008957.1:1136018-1136671	GCF_000732965:MFCHHHFC_01060	hypothetical protein		
g020788	GCF_000732965:NZ_CP008957.1:1138078-1138896	GCF_000732965:MFCHHHFC_01062	hypothetical protein		
g020789	GCF_000732965:NZ_CP008957.1:1140027-1140248	GCF_000732965:MFCHHHFC_01065	hypothetical protein		
g020790	GCF_000732965:NZ_CP008957.1:1140411-1140785	GCF_000732965:MFCHHHFC_01067	Cytoskeleton bundling-enhancing antitoxin CbeA		
g020791	GCF_000732965:NZ_CP008957.1:1140832-1141113	GCF_000732965:MFCHHHFC_01068	Cytoskeleton-binding toxin CbtA		
g020792	GCF_000732965:NZ_CP008957.1:1149371-1147605	GCF_000732965:MFCHHHFC_01078	ATP-binding/permease protein CydD		
g020793	GCF_000732965:NZ_CP008957.1:1203785-1202697	GCF_000732965:MFCHHHFC_01118	Outer membrane protein F		
g020794	GCF_000732965:NZ_CP008957.1:1210847-1210080	GCF_000732965:MFCHHHFC_01122	Aliphatic sulfonates import ATP-binding protein SsuB	3.6.3.-	
g020795	GCF_000732965:NZ_CP008957.1:1219759-1220235	GCF_000732965:MFCHHHFC_01132	putative fimbrial-like protein YcbU		
g020796	GCF_000732965:NZ_CP008957.1:1241151-1240705	GCF_000732965:MFCHHHFC_01151	Inner membrane protein YccF		
g020797	GCF_000732965:NZ_CP008957.1:1249648-1248629	GCF_000732965:MFCHHHFC_01161	hypothetical protein		
g020798	GCF_000732965:NZ_CP008957.1:1252692-1252501	GCF_000732965:MFCHHHFC_01164	hypothetical protein		
g020799	GCF_000732965:NZ_CP008957.1:1255694-1255293	GCF_000732965:MFCHHHFC_01171	hypothetical protein		
g020800	GCF_000732965:NZ_CP008957.1:1257146-1256691	GCF_000732965:MFCHHHFC_01174	hypothetical protein		
g020801	GCF_000732965:NZ_CP008957.1:1257225-1258316	GCF_000732965:MFCHHHFC_01175	hypothetical protein		
g020802	GCF_000732965:NZ_CP008957.1:1266750-1266825	GCF_000732965:MFCHHHFC_01189	tRNA-Met(cat)		
g020803	GCF_000732965:NZ_CP008957.1:1269841-1270491	GCF_000732965:MFCHHHFC_01194	hypothetical protein		
g020804	GCF_000732965:NZ_CP008957.1:1271010-1270696	GCF_000732965:MFCHHHFC_01195	hypothetical protein		
g020805	GCF_000732965:NZ_CP008957.1:1272058-1271945	GCF_000732965:MFCHHHFC_01197	hypothetical protein		
g020806	GCF_000732965:NZ_CP008957.1:1272972-1273244	GCF_000732965:MFCHHHFC_01199	hypothetical protein		
g020807	GCF_000732965:NZ_CP008957.1:1273706-1273500	GCF_000732965:MFCHHHFC_01200	hypothetical protein		
g020808	GCF_000732965:NZ_CP008957.1:1277348-1279312	GCF_000732965:MFCHHHFC_01206	hypothetical protein		
g020809	GCF_000732965:NZ_CP008957.1:1284882-1286744	GCF_000732965:MFCHHHFC_01215	hypothetical protein		
g020810	GCF_000732965:NZ_CP008957.1:1286696-1287460	GCF_000732965:MFCHHHFC_01216	hypothetical protein		
g020811	GCF_000732965:NZ_CP008957.1:1287457-1287786	GCF_000732965:MFCHHHFC_01217	hypothetical protein		
g020812	GCF_000732965:NZ_CP008957.1:1297292-1296582	GCF_000732965:MFCHHHFC_01226	Secreted effector protein EspF(U)		
g020813	GCF_000732965:NZ_CP008957.1:1298113-1297931	GCF_000732965:MFCHHHFC_01227	hypothetical protein		
g020814	GCF_000732965:NZ_CP008957.1:1299846-1301639	GCF_000732965:MFCHHHFC_01230	Hydrogenase-1 large chain	1.12.99.6	
g020815	GCF_000732965:NZ_CP008957.1:1307179-1308513	GCF_000732965:MFCHHHFC_01237	Periplasmic AppA protein		
g020816	GCF_000732965:NZ_CP008957.1:1329862-1330761	GCF_000732965:MFCHHHFC_01255	hypothetical protein		
g020817	GCF_000732965:NZ_CP008957.1:1334822-1333512	GCF_000732965:MFCHHHFC_01260	Putative defective protein IntQ		
g020818	GCF_000732965:NZ_CP008957.1:1335900-1335616	GCF_000732965:MFCHHHFC_01263	hypothetical protein		
g020819	GCF_000732965:NZ_CP008957.1:1337027-1336809	GCF_000732965:MFCHHHFC_01266	hypothetical protein		
g020820	GCF_000732965:NZ_CP008957.1:1337434-1337246	GCF_000732965:MFCHHHFC_01268	hypothetical protein		
g020821	GCF_000732965:NZ_CP008957.1:1344633-1343587	GCF_000732965:MFCHHHFC_01283	Serine/threonine-protein kinase PrkC	2.7.11.1	
g020822	GCF_000732965:NZ_CP008957.1:1346710-1347006	GCF_000732965:MFCHHHFC_01288	hypothetical protein		
g020823	GCF_000732965:NZ_CP008957.1:1349033-1349311	GCF_000732965:MFCHHHFC_01292	hypothetical protein		
g020824	GCF_000732965:NZ_CP008957.1:1349669-1349839	GCF_000732965:MFCHHHFC_01294	hypothetical protein		
g020825	GCF_000732965:NZ_CP008957.1:1351057-1352064	GCF_000732965:MFCHHHFC_01297	hypothetical protein		
g020826	GCF_000732965:NZ_CP008957.1:1352216-1352938	GCF_000732965:MFCHHHFC_01298	hypothetical protein		
g020827	GCF_000732965:NZ_CP008957.1:1360906-1361052	GCF_000732965:MFCHHHFC_01313	hypothetical protein		
g020828	GCF_000732965:NZ_CP008957.1:1361999-1362202	GCF_000732965:MFCHHHFC_01316	hypothetical protein		
g020829	GCF_000732965:NZ_CP008957.1:1368084-1369298	GCF_000732965:MFCHHHFC_01321	hypothetical protein		
g020830	GCF_000732965:NZ_CP008957.1:1369354-1369743	GCF_000732965:MFCHHHFC_01322	hypothetical protein		
g020831	GCF_000732965:NZ_CP008957.1:1370801-1371451	GCF_000732965:MFCHHHFC_01325	hypothetical protein		
g020832	GCF_000732965:NZ_CP008957.1:1371448-1373385	GCF_000732965:MFCHHHFC_01326	hypothetical protein		
g020833	GCF_000732965:NZ_CP008957.1:1375901-1377169	GCF_000732965:MFCHHHFC_01330	hypothetical protein		
g020834	GCF_000732965:NZ_CP008957.1:1377184-1377462	GCF_000732965:MFCHHHFC_01331	hypothetical protein		
g020835	GCF_000732965:NZ_CP008957.1:1377468-1378085	GCF_000732965:MFCHHHFC_01332	hypothetical protein		
g020836	GCF_000732965:NZ_CP008957.1:1379143-1379283	GCF_000732965:MFCHHHFC_01334	Protein HokA		
g020837	GCF_000732965:NZ_CP008957.1:1379340-1379741	GCF_000732965:MFCHHHFC_01335	hypothetical protein		
g020838	GCF_000732965:NZ_CP008957.1:1379835-1380491	GCF_000732965:MFCHHHFC_01336	hypothetical protein		
g020839	GCF_000732965:NZ_CP008957.1:1393683-1392784	GCF_000732965:MFCHHHFC_01345	hypothetical protein		
g020840	GCF_000732965:NZ_CP008957.1:1393901-1393680	GCF_000732965:MFCHHHFC_01346	hypothetical protein		
g020841	GCF_000732965:NZ_CP008957.1:1394578-1393949	GCF_000732965:MFCHHHFC_01347	hypothetical protein		
g020842	GCF_000732965:NZ_CP008957.1:1409552-1408209	GCF_000732965:MFCHHHFC_01360	hypothetical protein		
g020843	GCF_000732965:NZ_CP008957.1:1410698-1410552	GCF_000732965:MFCHHHFC_01361	hypothetical protein		
g020844	GCF_000732965:NZ_CP008957.1:1423710-1425320	GCF_000732965:MFCHHHFC_01371	putative cyclic di-GMP phosphodiesterase PdeN	3.1.4.52	
g020845	GCF_000732965:NZ_CP008957.1:1426730-1425918	GCF_000732965:MFCHHHFC_01373	hypothetical protein		
g020846	GCF_000732965:NZ_CP008957.1:1432904-1430382	GCF_000732965:MFCHHHFC_01377	putative outer membrane usher protein ElfC		
g020847	GCF_000732965:NZ_CP008957.1:1434304-1433744	GCF_000732965:MFCHHHFC_01379	Major fimbrial subunit SMF-1		
g020848	GCF_000732965:NZ_CP008957.1:1434970-1434347	GCF_000732965:MFCHHHFC_01380	hypothetical protein		
g020849	GCF_000732965:NZ_CP008957.1:1435349-1435239	GCF_000732965:MFCHHHFC_01381	hypothetical protein		
g020850	GCF_000732965:NZ_CP008957.1:1436361-1440173	GCF_000732965:MFCHHHFC_01382	tRNA nuclease CdiA-2	3.1.-.-	
g020851	GCF_000732965:NZ_CP008957.1:1441897-1442265	GCF_000732965:MFCHHHFC_01384	Holo-[acyl-carrier-protein] synthase	2.7.8.7	
g020852	GCF_000732965:NZ_CP008957.1:1442279-1443040	GCF_000732965:MFCHHHFC_01385	3-oxoacyl-[acyl-carrier-protein] reductase FabG	1.1.1.100	
g020853	GCF_000732965:NZ_CP008957.1:1443931-1445091	GCF_000732965:MFCHHHFC_01388	Aminomethyltransferase	2.1.2.10	
g020854	GCF_000732965:NZ_CP008957.1:1447728-1448951	GCF_000732965:MFCHHHFC_01390	Narbonolide/10-deoxymethynolide synthase PikA4, module 6	2.3.1.239	
g020855	GCF_000732965:NZ_CP008957.1:1450603-1451259	GCF_000732965:MFCHHHFC_01393	hypothetical protein		
g020856	GCF_000732965:NZ_CP008957.1:1451260-1452570	GCF_000732965:MFCHHHFC_01394	Lipoprotein-releasing system transmembrane protein LolE		
g020857	GCF_000732965:NZ_CP008957.1:1452579-1453367	GCF_000732965:MFCHHHFC_01395	hypothetical protein		
g020858	GCF_000732965:NZ_CP008957.1:1455704-1456690	GCF_000732965:MFCHHHFC_01398	hypothetical protein		
g020859	GCF_000732965:NZ_CP008957.1:1457057-1458259	GCF_000732965:MFCHHHFC_01399	Prophage integrase IntA		
g020860	GCF_000732965:NZ_CP008957.1:1464520-1465083	GCF_000732965:MFCHHHFC_01403	hypothetical protein		
g020861	GCF_000732965:NZ_CP008957.1:1465238-1466455	GCF_000732965:MFCHHHFC_01404	hypothetical protein		
g020862	GCF_000732965:NZ_CP008957.1:1466766-1467569	GCF_000732965:MFCHHHFC_01405	Putative DNA repair helicase RadD	3.6.4.12	
g020863	GCF_000732965:NZ_CP008957.1:1468785-1468645	GCF_000732965:MFCHHHFC_01407	hypothetical protein		
g020864	GCF_000732965:NZ_CP008957.1:1469891-1468731	GCF_000732965:MFCHHHFC_01408	hypothetical protein		
g020865	GCF_000732965:NZ_CP008957.1:1471052-1470741	GCF_000732965:MFCHHHFC_01411	hypothetical protein		
g020866	GCF_000732965:NZ_CP008957.1:1478013-1478333	GCF_000732965:MFCHHHFC_01421	Urease subunit beta	3.5.1.5	
g020867	GCF_000732965:NZ_CP008957.1:1483019-1483282	GCF_000732965:MFCHHHFC_01428	50S ribosomal protein L31 type B		
g020868	GCF_000732965:NZ_CP008957.1:1502250-1502828	GCF_000732965:MFCHHHFC_01449	General stress protein 16U		
g020869	GCF_000732965:NZ_CP008957.1:1508337-1508555	GCF_000732965:MFCHHHFC_01453	hypothetical protein		
g020870	GCF_000732965:NZ_CP008957.1:1515518-1515060	GCF_000732965:MFCHHHFC_01461	hypothetical protein		
g020871	GCF_000732965:NZ_CP008957.1:1517770-1517579	GCF_000732965:MFCHHHFC_01465	hypothetical protein		
g020872	GCF_000732965:NZ_CP008957.1:1521045-1521560	GCF_000732965:MFCHHHFC_01469	hypothetical protein		
g020873	GCF_000732965:NZ_CP008957.1:1521557-1523725	GCF_000732965:MFCHHHFC_01470	RecBCD enzyme subunit RecD	3.1.11.5	
g020874	GCF_000732965:NZ_CP008957.1:1525443-1526081	GCF_000732965:MFCHHHFC_01472	putative protein YbdM		
g020875	GCF_000732965:NZ_CP008957.1:1527410-1527910	GCF_000732965:MFCHHHFC_01475	hypothetical protein		
g020876	GCF_000732965:NZ_CP008957.1:1528094-1528519	GCF_000732965:MFCHHHFC_01477	hypothetical protein		
g020877	GCF_000732965:NZ_CP008957.1:1529001-1528819	GCF_000732965:MFCHHHFC_01479	hypothetical protein		
g020878	GCF_000732965:NZ_CP008957.1:1530574-1532877	GCF_000732965:MFCHHHFC_01481	Antigen 43		
g020879	GCF_000732965:NZ_CP008957.1:1533038-1533424	GCF_000732965:MFCHHHFC_01482	Antigen 43		
g020880	GCF_000732965:NZ_CP008957.1:1533535-1533669	GCF_000732965:MFCHHHFC_01483	hypothetical protein		
g020881	GCF_000732965:NZ_CP008957.1:1533748-1535916	GCF_000732965:MFCHHHFC_01484	Clamp-binding protein CrfC		
g020882	GCF_000732965:NZ_CP008957.1:1540395-1540508	GCF_000732965:MFCHHHFC_01491	hypothetical protein		
g020883	GCF_000732965:NZ_CP008957.1:1543448-1544290	GCF_000732965:MFCHHHFC_01498	hypothetical protein		
g020884	GCF_000732965:NZ_CP008957.1:1551321-1551779	GCF_000732965:MFCHHHFC_01509	Major curlin subunit		
g020885	GCF_000732965:NZ_CP008957.1:1552291-1552602	GCF_000732965:MFCHHHFC_01511	putative protein YmdA		
g020886	GCF_000732965:NZ_CP008957.1:155437-154328	GCF_000732965:MFCHHHFC_00133	hypothetical protein		
g020887	GCF_000732965:NZ_CP008957.1:156039-155449	GCF_000732965:MFCHHHFC_00134	putative fimbrial-like protein YadK		
g020888	GCF_000732965:NZ_CP008957.1:1569486-1568440	GCF_000732965:MFCHHHFC_01528	Dihydroorotase	3.5.2.3	
g020889	GCF_000732965:NZ_CP008957.1:157228-156680	GCF_000732965:MFCHHHFC_00136	putative fimbrial-like protein YadM		
g020890	GCF_000732965:NZ_CP008957.1:1577007-1576714	GCF_000732965:MFCHHHFC_01537	Negative regulator of flagellin synthesis		
g020891	GCF_000732965:NZ_CP008957.1:159842-157242	GCF_000732965:MFCHHHFC_00137	Outer membrane usher protein HtrE		
g020892	GCF_000732965:NZ_CP008957.1:160609-159884	GCF_000732965:MFCHHHFC_00138	putative fimbrial chaperone YadV		
g020893	GCF_000732965:NZ_CP008957.1:161292-160696	GCF_000732965:MFCHHHFC_00139	putative fimbrial-like protein YadN		
g020894	GCF_000732965:NZ_CP008957.1:162055-161573	GCF_000732965:MFCHHHFC_00140	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	2.7.6.3	
g020895	GCF_000732965:NZ_CP008957.1:1628409-1627363	GCF_000732965:MFCHHHFC_01586	Spermidine/putrescine-binding periplasmic protein		
g020896	GCF_000732965:NZ_CP008957.1:1631129-1630785	GCF_000732965:MFCHHHFC_01590	hypothetical protein		
g020897	GCF_000732965:NZ_CP008957.1:1631307-1631822	GCF_000732965:MFCHHHFC_01591	hypothetical protein		
g020898	GCF_000732965:NZ_CP008957.1:1634876-1635298	GCF_000732965:MFCHHHFC_01597	hypothetical protein		
g020899	GCF_000732965:NZ_CP008957.1:1636359-1636661	GCF_000732965:MFCHHHFC_01600	hypothetical protein		
g020900	GCF_000732965:NZ_CP008957.1:1637859-1638446	GCF_000732965:MFCHHHFC_01605	hypothetical protein		
