#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_900179275.1	PRJNA224116	SAMEA3893660	FXHO00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3644		latest	Contig	Major	Full	2017/04/27	19789_6#183	SC	GCA_900179275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/275/GCF_900179275.1_19789_6_183		
GCF_900179285.1	PRJNA224116	SAMEA3893555	FXHF00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1741		latest	Scaffold	Major	Full	2017/04/27	19789_6#55	SC	GCA_900179285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/285/GCF_900179285.1_19789_6_55		
GCF_900179295.1	PRJNA224116	SAMEA3893652	FXHI00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2769		latest	Scaffold	Major	Full	2017/04/27	19789_6#179	SC	GCA_900179295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/295/GCF_900179295.1_19789_6_179		
GCF_900179305.1	PRJNA224116	SAMEA3893637	FXHG00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN2171		latest	Scaffold	Major	Full	2017/04/27	19789_6#171	SC	GCA_900179305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/305/GCF_900179305.1_19789_6_171		
GCF_900179315.1	PRJNA224116	SAMEA3893520	FXGR00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1458		latest	Scaffold	Major	Full	2017/04/27	19789_6#35	SC	GCA_900179315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/315/GCF_900179315.1_19789_6_35		
GCF_900179325.1	PRJNA224116	SAMEA3893537	FXHN00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1622		latest	Scaffold	Major	Full	2017/04/27	19789_6#45	SC	GCA_900179325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/325/GCF_900179325.1_19789_6_45		
GCF_900179335.1	PRJNA224116	SAMEA3893556	FXHZ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1742		latest	Scaffold	Major	Full	2017/04/27	19789_6#56	SC	GCA_900179335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/335/GCF_900179335.1_19789_6_56		
GCF_900179345.1	PRJNA224116	SAMEA3893522	FXGP00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1531		latest	Scaffold	Major	Full	2017/04/27	19789_6#37	SC	GCA_900179345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/345/GCF_900179345.1_19789_6_37		
GCF_900179355.1	PRJNA224116	SAMEA3893659	FXHC00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3642		latest	Contig	Major	Full	2017/04/27	19789_6#182	SC	GCA_900179355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/355/GCF_900179355.1_19789_6_182		
GCF_900179365.1	PRJNA224116	SAMEA3893545	FXHA00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1627		latest	Scaffold	Major	Full	2017/04/27	19789_6#50	SC	GCA_900179365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/365/GCF_900179365.1_19789_6_50		
GCF_900179375.1	PRJNA224116	SAMEA3893511	FXGV00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1375		latest	Scaffold	Major	Full	2017/04/27	19789_6#30	SC	GCA_900179375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/375/GCF_900179375.1_19789_6_30		
GCF_900179385.1	PRJNA224116	SAMEA3893633	FXGU00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3290		latest	Scaffold	Major	Full	2017/04/27	19789_6#168	SC	GCA_900179385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/385/GCF_900179385.1_19789_6_168		
GCF_900179395.1	PRJNA224116	SAMEA3893551	FXHH00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1630		latest	Scaffold	Major	Full	2017/04/27	19789_6#53	SC	GCA_900179395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/395/GCF_900179395.1_19789_6_53		
GCF_900179405.1	PRJNA224116	SAMEA3893507	FXIA00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1373		latest	Scaffold	Major	Full	2017/04/27	19789_6#28	SC	GCA_900179405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/405/GCF_900179405.1_19789_6_28		
GCF_900179415.1	PRJNA224116	SAMEA3893542	FXHD00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1625		latest	Scaffold	Major	Full	2017/04/27	19789_6#48	SC	GCA_900179415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/415/GCF_900179415.1_19789_6_48		
GCF_900179425.1	PRJNA224116	SAMEA3893662	FXHV00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3645		latest	Scaffold	Major	Full	2017/04/27	19789_6#184	SC	GCA_900179425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/425/GCF_900179425.1_19789_6_184		
GCF_900179435.1	PRJNA224116	SAMEA3893634	FXGQ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3291		latest	Scaffold	Major	Full	2017/04/27	19789_6#169	SC	GCA_900179435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/435/GCF_900179435.1_19789_6_169		
GCF_900179445.1	PRJNA224116	SAMEA3893636	FXHU00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3293		latest	Scaffold	Major	Full	2017/04/27	19789_6#170	SC	GCA_900179445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/445/GCF_900179445.1_19789_6_170		
GCF_900179455.1	PRJNA224116	SAMEA3893550	FXHL00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1629		latest	Scaffold	Major	Full	2017/04/27	19789_6#52	SC	GCA_900179455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/455/GCF_900179455.1_19789_6_52		
GCF_900179465.1	PRJNA224116	SAMEA3893525	FXGX00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1533		latest	Scaffold	Major	Full	2017/04/27	19789_6#39	SC	GCA_900179465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/465/GCF_900179465.1_19789_6_39		
GCF_900179475.1	PRJNA224116	SAMEA3893643	FXHS00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3347		latest	Scaffold	Major	Full	2017/04/27	19789_6#174	SC	GCA_900179475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/475/GCF_900179475.1_19789_6_174		
GCF_900179485.1	PRJNA224116	SAMEA3893539	FXIC00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1623		latest	Scaffold	Major	Full	2017/04/27	19789_6#46	SC	GCA_900179485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/485/GCF_900179485.1_19789_6_46		
GCF_900179495.1	PRJNA224116	SAMEA3893544	FXHJ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1626		latest	Contig	Major	Full	2017/04/27	19789_6#49	SC	GCA_900179495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/495/GCF_900179495.1_19789_6_49		
GCF_900179505.1	PRJNA224116	SAMEA3893553	FXGY00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1631		latest	Scaffold	Major	Full	2017/04/27	19789_6#54	SC	GCA_900179505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/505/GCF_900179505.1_19789_6_54		
GCF_900179515.1	PRJNA224116	SAMEA3893639	FXHW00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3305		latest	Scaffold	Major	Full	2017/04/27	19789_6#172	SC	GCA_900179515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/515/GCF_900179515.1_19789_6_172		
GCF_900179525.1	PRJNA224116	SAMEA3893558	FXGZ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1743		latest	Scaffold	Major	Full	2017/04/27	19789_6#57	SC	GCA_900179525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/525/GCF_900179525.1_19789_6_57		
GCF_900179535.1	PRJNA224116	SAMEA3893515	FXHT00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1455		latest	Scaffold	Major	Full	2017/04/27	19789_6#32	SC	GCA_900179535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/535/GCF_900179535.1_19789_6_32		
GCF_900179545.1	PRJNA224116	SAMEA3893513	FXID00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1454		latest	Scaffold	Major	Full	2017/04/27	19789_6#31	SC	GCA_900179545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/545/GCF_900179545.1_19789_6_31		
GCF_900179555.1	PRJNA224116	SAMEA3893560	FXIE00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1744		latest	Scaffold	Major	Full	2017/04/27	19789_6#58	SC	GCA_900179555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/555/GCF_900179555.1_19789_6_58		
GCF_900179565.1	PRJNA224116	SAMEA3893562	FXIF00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1772		latest	Scaffold	Major	Full	2017/04/27	19789_6#60	SC	GCA_900179565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/565/GCF_900179565.1_19789_6_60		
GCF_900179575.1	PRJNA224116	SAMEA3893565	FXIG00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1774		latest	Scaffold	Major	Full	2017/04/27	19789_6#62	SC	GCA_900179575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/575/GCF_900179575.1_19789_6_62		
GCF_900179585.1	PRJNA224116	SAMEA3893564	FXIH00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1773		latest	Scaffold	Major	Full	2017/04/27	19789_6#61	SC	GCA_900179585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/585/GCF_900179585.1_19789_6_61		
GCF_900179595.1	PRJNA224116	SAMEA3893567	FXII00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1775		latest	Scaffold	Major	Full	2017/04/27	19789_6#63	SC	GCA_900179595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/595/GCF_900179595.1_19789_6_63		
GCF_900179605.1	PRJNA224116	SAMEA3893568	FXIR00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1776		latest	Scaffold	Major	Full	2017/04/27	19789_6#64	SC	GCA_900179605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/605/GCF_900179605.1_19789_6_64		
GCF_900179615.1	PRJNA224116	SAMEA3893573	FXIQ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1779		latest	Scaffold	Major	Full	2017/04/27	19789_6#66	SC	GCA_900179615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/615/GCF_900179615.1_19789_6_66		
GCF_900179625.1	PRJNA224116	SAMEA3893576	FXIM00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1781		latest	Scaffold	Major	Full	2017/04/27	19789_6#67	SC	GCA_900179625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/625/GCF_900179625.1_19789_6_67		
GCF_900179635.1	PRJNA224116	SAMEA3893572	FXIO00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1778		latest	Scaffold	Major	Full	2017/04/27	19789_6#65	SC	GCA_900179635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/635/GCF_900179635.1_19789_6_65		
GCF_900179645.1	PRJNA224116	SAMEA3893585	FXIL00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1802		latest	Scaffold	Major	Full	2017/04/27	19789_6#72	SC	GCA_900179645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/645/GCF_900179645.1_19789_6_72		
GCF_900179655.1	PRJNA224116	SAMEA3893581	FXIJ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1799		latest	Scaffold	Major	Full	2017/04/27	19789_6#70	SC	GCA_900179655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/655/GCF_900179655.1_19789_6_70		
GCF_900179665.1	PRJNA224116	SAMEA3893579	FXIP00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1798		latest	Scaffold	Major	Full	2017/04/27	19789_6#69	SC	GCA_900179665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/665/GCF_900179665.1_19789_6_69		
GCF_900179675.1	PRJNA224116	SAMEA3893578	FXIN00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1782		latest	Scaffold	Major	Full	2017/04/27	19789_6#68	SC	GCA_900179675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/675/GCF_900179675.1_19789_6_68		
GCF_900179685.1	PRJNA224116	SAMEA3893591	FXIU00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1805		latest	Scaffold	Major	Full	2017/04/27	19789_6#75	SC	GCA_900179685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/685/GCF_900179685.1_19789_6_75		
GCF_900179695.1	PRJNA224116	SAMEA3893587	FXIK00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1803		latest	Scaffold	Major	Full	2017/04/27	19789_6#73	SC	GCA_900179695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/695/GCF_900179695.1_19789_6_73		
GCF_900179705.1	PRJNA224116	SAMEA3893589	FXIS00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1804		latest	Scaffold	Major	Full	2017/04/27	19789_6#74	SC	GCA_900179705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/705/GCF_900179705.1_19789_6_74		
GCF_900179715.1	PRJNA224116	SAMEA3893583	FXIT00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1801		latest	Scaffold	Major	Full	2017/04/27	19789_6#71	SC	GCA_900179715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/715/GCF_900179715.1_19789_6_71		
GCF_900179725.1	PRJNA224116	SAMEA3893483	FXJC00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1844		latest	Scaffold	Major	Full	2017/04/27	19789_6#93	SC	GCA_900179725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/725/GCF_900179725.1_19789_6_93		
GCF_900179735.1	PRJNA224116	SAMEA3893719	FXIV00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1837		latest	Scaffold	Major	Full	2017/04/27	19789_7#25	SC	GCA_900179735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/735/GCF_900179735.1_19789_7_25		
GCF_900179745.1	PRJNA224116	SAMEA3893601	FXJG00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1812		latest	Scaffold	Major	Full	2017/04/27	19789_6#82	SC	GCA_900179745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/745/GCF_900179745.1_19789_6_82		
GCF_900179755.1	PRJNA224116	SAMEA3893474	FXJA00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1839		latest	Scaffold	Major	Full	2017/04/27	19789_6#89	SC	GCA_900179755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/755/GCF_900179755.1_19789_6_89		
GCF_900179765.1	PRJNA224116	SAMEA3893759	FXJL00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3646		latest	Scaffold	Major	Full	2017/04/27	19789_7#107	SC	GCA_900179765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/765/GCF_900179765.1_19789_7_107		
GCF_900179775.1	PRJNA224116	SAMEA3893486	FXIZ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1845		latest	Scaffold	Major	Full	2017/04/27	19789_6#94	SC	GCA_900179775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/775/GCF_900179775.1_19789_6_94		
GCF_900179785.1	PRJNA224116	SAMEA3893498	FXJM00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1874		latest	Scaffold	Major	Full	2017/04/27	19789_6#99	SC	GCA_900179785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/785/GCF_900179785.1_19789_6_99		
GCF_900179795.1	PRJNA224116	SAMEA3893481	FXIY00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1843		latest	Scaffold	Major	Full	2017/04/27	19789_6#92	SC	GCA_900179795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/795/GCF_900179795.1_19789_6_92		
GCF_900179805.1	PRJNA224116	SAMEA3893664	FXKC00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3647		latest	Contig	Major	Full	2017/04/27	19789_7#1	SC	GCA_900179805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/805/GCF_900179805.1_19789_7_1		
GCF_900179815.1	PRJNA224116	SAMEA3893605	FXJN00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1814		latest	Contig	Major	Full	2017/04/27	19789_6#84	SC	GCA_900179815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/815/GCF_900179815.1_19789_6_84		
GCF_900179825.1	PRJNA224116	SAMEA3893607	FXJI00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1834		latest	Contig	Major	Full	2017/04/27	19789_6#86	SC	GCA_900179825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/825/GCF_900179825.1_19789_6_86		
GCF_900179835.1	PRJNA224116	SAMEA3893721	FXJV00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1780		latest	Scaffold	Major	Full	2017/04/27	19789_7#26	SC	GCA_900179835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/835/GCF_900179835.1_19789_7_26		
GCF_900179845.1	PRJNA224116	SAMEA3893476	FXJO00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1841		latest	Scaffold	Major	Full	2017/04/27	19789_6#90	SC	GCA_900179845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/845/GCF_900179845.1_19789_6_90		
GCF_900179855.1	PRJNA224116	SAMEA3893597	FXIX00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1810		latest	Scaffold	Major	Full	2017/04/27	19789_6#80	SC	GCA_900179855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/855/GCF_900179855.1_19789_6_80		
GCF_900179865.1	PRJNA224116	SAMEA3893600	FXJB00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1811		latest	Scaffold	Major	Full	2017/04/27	19789_6#81	SC	GCA_900179865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/865/GCF_900179865.1_19789_6_81		
GCF_900179875.1	PRJNA224116	SAMEA3893666	FXJH00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3648		latest	Contig	Major	Full	2017/04/27	19789_7#2	SC	GCA_900179875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/875/GCF_900179875.1_19789_7_2		
GCF_900179885.1	PRJNA224116	SAMEA3893760	FXJS00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3654		latest	Scaffold	Major	Full	2017/04/27	19789_7#108	SC	GCA_900179885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/885/GCF_900179885.1_19789_7_108		
GCF_900179895.1	PRJNA224116	SAMEA3893596	FXKA00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1809		latest	Scaffold	Major	Full	2017/04/27	19789_6#79	SC	GCA_900179895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/895/GCF_900179895.1_19789_6_79		
GCF_900179905.1	PRJNA224116	SAMEA3893593	FXJZ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1807		latest	Scaffold	Major	Full	2017/04/27	19789_6#77	SC	GCA_900179905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/905/GCF_900179905.1_19789_6_77		
GCF_900179915.1	PRJNA224116	SAMEA3893684	FXJE00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3734		latest	Scaffold	Major	Full	2017/04/27	19789_7#11	SC	GCA_900179915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/915/GCF_900179915.1_19789_7_11		
GCF_900179925.1	PRJNA224116	SAMEA3893492	FXJD00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1871		latest	Scaffold	Major	Full	2017/04/27	19789_6#96	SC	GCA_900179925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/925/GCF_900179925.1_19789_6_96		
GCF_900179935.1	PRJNA224116	SAMEA3893763	FXIW00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3281		latest	Scaffold	Major	Full	2017/04/27	19789_7#111	SC	GCA_900179935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/935/GCF_900179935.1_19789_7_111		
GCF_900179945.1	PRJNA224116	SAMEA3893606	FXJF00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1815		latest	Scaffold	Major	Full	2017/04/27	19789_6#85	SC	GCA_900179945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/945/GCF_900179945.1_19789_6_85		
GCF_900179955.1	PRJNA224116	SAMEA3893608	FXJQ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1836		latest	Contig	Major	Full	2017/04/27	19789_6#87	SC	GCA_900179955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/955/GCF_900179955.1_19789_6_87		
GCF_900179965.1	PRJNA224116	SAMEA3893603	FXJR00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1813		latest	Scaffold	Major	Full	2017/04/27	19789_6#83	SC	GCA_900179965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/965/GCF_900179965.1_19789_6_83		
GCF_900179975.1	PRJNA224116	SAMEA3893496	FXJT00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1873		latest	Scaffold	Major	Full	2017/04/27	19789_6#98	SC	GCA_900179975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/975/GCF_900179975.1_19789_6_98		
GCF_900179985.1	PRJNA224116	SAMEA3893478	FXJK00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1842		latest	Scaffold	Major	Full	2017/04/27	19789_6#91	SC	GCA_900179985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/985/GCF_900179985.1_19789_6_91		
GCF_900179995.1	PRJNA224116	SAMEA3893667	FXJP00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3649		latest	Scaffold	Major	Full	2017/04/27	19789_7#3	SC	GCA_900179995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/179/995/GCF_900179995.1_19789_7_3		
GCF_900180005.1	PRJNA224116	SAMEA3893683	FXJX00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3686		latest	Contig	Major	Full	2017/04/27	19789_7#10	SC	GCA_900180005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/005/GCF_900180005.1_19789_7_10		
GCF_900180015.1	PRJNA224116	SAMEA3893488	FXJY00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1846		latest	Scaffold	Major	Full	2017/04/27	19789_6#95	SC	GCA_900180015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/015/GCF_900180015.1_19789_6_95		
GCF_900180025.1	PRJNA224116	SAMEA3893595	FXJJ00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1808		latest	Scaffold	Major	Full	2017/04/27	19789_6#78	SC	GCA_900180025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/025/GCF_900180025.1_19789_6_78		
GCF_900180035.1	PRJNA224116	SAMEA3893494	FXJU00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1872		latest	Scaffold	Major	Full	2017/04/27	19789_6#97	SC	GCA_900180035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/035/GCF_900180035.1_19789_6_97		
GCF_900180045.1	PRJNA224116	SAMEA3893611	FXJW00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN1838		latest	Scaffold	Major	Full	2017/04/27	19789_6#88	SC	GCA_900180045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/045/GCF_900180045.1_19789_6_88		
GCF_900180055.1	PRJNA224116	SAMEA3893671	FXKB00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3655		latest	Contig	Major	Full	2017/04/27	19789_7#4	SC	GCA_900180055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/055/GCF_900180055.1_19789_7_4		
GCF_900180065.1	PRJNA224116	SAMEA3893673	FXKD00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3656		latest	Contig	Major	Full	2017/04/27	19789_7#5	SC	GCA_900180065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/065/GCF_900180065.1_19789_7_5		
GCF_900180075.1	PRJNA224116	SAMEA3893676	FXKF00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3657		latest	Scaffold	Major	Full	2017/04/27	19789_7#6	SC	GCA_900180075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/075/GCF_900180075.1_19789_7_6		
GCF_900180085.1	PRJNA224116	SAMEA3893678	FXKE00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3682		latest	Scaffold	Major	Full	2017/04/27	19789_7#7	SC	GCA_900180085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/085/GCF_900180085.1_19789_7_7		
GCF_900180095.1	PRJNA224116	SAMEA3893680	FXKG00000000.1	na	1352	1352	Enterococcus faecium	strain=VREN3684		latest	Contig	Major	Full	2017/04/27	19789_7#8	SC	GCA_900180095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/180/095/GCF_900180095.1_19789_7_8		
