assembly_accession	Description	Phylogroup	#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP	taxid	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	isComplete	isContamination	isHeterogeneity
GCF_002024865.1	Escherichia coli NU14, complete genome	B2	Escherichia coli NU14	NU14	19668	SAMN06314223 	PRJNA373796	Proteobacteria	Gammaproteobacteria	5.07662	50.6	chromosome:NZ_CP019777.1/CP019777.1	-	1	5219	4908	2017-03-10	2017-03-13	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/865/GCF_002024865.1_ASM202486v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/024/865/GCA_002024865.1_ASM202486v1	569579	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.12	0	5076615	0	1	1	5076615	5076615	5076615	5076615	5076615	5076615	50.6	0	87.99	11	4729	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002055605.1	Escherichia coli strain 13E0725, complete genome	B1	Escherichia coli	13E0725	19668	SAMN06554468 	PRJNA378593	Proteobacteria	Gammaproteobacteria	5.11248	50.6	chromosome:NZ_CP020092.1/CP020092.1	-	1	5401	4975	2017-03-21	2017-03-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/605/GCF_002055605.1_ASM205560v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/605/GCA_002055605.1_ASM205560v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.93	0.41	0	5112484	0	1	1	5112484	5112484	5112484	5112484	5112484	5112484	50.6	0	87.63	11	4931	2	1202	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002055635.1	Escherichia coli strain AR_0118, complete genome	B1	Escherichia coli	AR_0118	19668	SAMN04014959 	PRJNA292902	Proteobacteria	Gammaproteobacteria	5.36507	50.6278	chromosome:NZ_CP020048.1/CP020048.1; plasmid unitig_1:NZ_CP020049.1/CP020049.1; plasmid unitig_2:NZ_CP020050.1/CP020050.1; plasmid unitig_3:NZ_CP020051.1/CP020051.1	-	4	5654	5240	2017-03-21	2017-03-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/055/635/GCF_002055635.1_ASM205563v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/055/635/GCA_002055635.1_ASM205563v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	1.37	5.26	5365068	0	4	4	5018461	5018461	1341267	1341267	5018461	5018461	50.7	1.89	87.56	11	5162	3	1187	16	1	0	0	complete	non-contaminate	non-heterogeneity
GCF_002056065.1	Escherichia coli strain AR_0061, complete genome	A	Escherichia coli	AR_0061	19668	SAMN04014902 	PRJNA292904	Proteobacteria	Gammaproteobacteria	4.73422	50.7589	chromosome:NZ_CP020058.1/CP020058.1; plasmid unitig_1:NZ_CP020059.1/CP020059.1; plasmid unitig_2:NZ_CP020060.1/CP020060.1	-	3	4890	4510	2017-03-21	2017-03-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/065/GCF_002056065.1_ASM205606v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/065/GCA_002056065.1_ASM205606v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4734219	0	3	3	4595238	4595238	1578073	1578073	4595238	4595238	50.8	1.52	87.66	11	4453	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002056145.1	Escherichia coli strain AR_0069, complete genome	C	Escherichia coli	AR_0069	19668	SAMN04014910 	PRJNA292904	Proteobacteria	Gammaproteobacteria	4.82675	50.8492	chromosome:NZ_CP020055.1/CP020055.1; plasmid unitig_2:NZ_CP020056.1/CP020056.1; plasmid unitig_3:NZ_CP020057.1/CP020057.1	-	3	4998	4644	2017-03-21	2017-03-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/145/GCF_002056145.1_ASM205614v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/056/145/GCA_002056145.1_ASM205614v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.62	0	4826754	0	3	3	4658583	4658583	1608918	1608918	4658583	4658583	50.8	1.32	87.73	11	4535	1	1163	9	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002057245.1	Escherichia coli strain 13E0780, complete genome	B1	Escherichia coli	13E0780	19668	SAMN06563569 	PRJNA378906	Proteobacteria	Gammaproteobacteria	5.37129	50.6	chromosome:NZ_CP020106.1/CP020106.1	-	1	5786	5346	2017-03-21	2017-03-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/057/245/GCF_002057245.1_ASM205724v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/057/245/GCA_002057245.1_ASM205724v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.1	0	5371291	0	1	1	5371291	5371291	5371291	5371291	5371291	5371291	50.6	0	87.7	11	5268	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002057355.1	Escherichia coli strain 13E0767, complete genome	B1	Escherichia coli	13E0767	19668	SAMN06563579 	PRJNA378908	Proteobacteria	Gammaproteobacteria	4.94225	50.6	chromosome:NZ_CP020107.1/CP020107.1	-	1	5142	4813	2017-03-21	2017-03-23	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/057/355/GCF_002057355.1_ASM205735v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/057/355/GCA_002057355.1_ASM205735v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4942246	0	1	1	4942246	4942246	4942246	4942246	4942246	4942246	50.6	0	87.92	11	4677	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002079225.1	Escherichia coli C, complete genome	A	Escherichia coli C	C	19668	SAMN06645125 	PRJNA380607	Proteobacteria	Gammaproteobacteria	4.61702	51	chromosome:NZ_CP020543.1/CP020543.1	-	1	4703	4372	2017-04-05	2017-04-08	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/079/225/GCF_002079225.1_ASM207922v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/225/GCA_002079225.1_ASM207922v1	498388	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.06	0	4617024	0	1	1	4617024	4617024	4617024	4617024	4617024	4617024	51	0	87.72	11	4254	2	1168	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002090355.1	Escherichia coli strain BLR(DE3), complete genome	A	Escherichia coli	BLR(DE3)	19668	SAMN06619924 	PRJNA379778	Proteobacteria	Gammaproteobacteria	4.55081	50.8	chromosome:NZ_CP020368.1/CP020368.1	-	1	4687	4320	2017-04-13	2017-04-17	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/090/355/GCF_002090355.1_ASM209035v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/355/GCA_002090355.1_ASM209035v1	562	f__Enterobacteriaceae (UID5124)	134	1169	335	99.27	0.04	0	4550811	0	1	1	4550811	4550811	4550811	4550811	4550811	4550811	50.8	0	87.64	11	4263	9	1159	1	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002116715.1	Escherichia coli strain HB-Coli0, complete genome	B1	Escherichia coli	HB-Coli0	19668	SAMN06819205 	PRJNA383767	Proteobacteria	Gammaproteobacteria	5.07818	50.6762	chromosome:NZ_CP020933.1/CP020933.1; plasmid unnamed1:NZ_CP020934.1/CP020934.1; plasmid unnamed2:NZ_CP020935.1/CP020935.1; plasmid unnamed3:NZ_CP020936.1/CP020936.1	-	4	5270	4895	2017-05-01	2017-05-03	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/715/GCF_002116715.1_ASM211671v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/715/GCA_002116715.1_ASM211671v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.22	0	5078176	0	4	4	4858944	4858944	1269544	1269544	4858944	4858944	50.7	1.39	87.59	11	4757	3	1200	4	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002142695.1	Escherichia coli strain 5CRE51, complete genome	A	Escherichia coli	5CRE51	19668	SAMN06828737 	PRJNA384104	Proteobacteria	Gammaproteobacteria	5.25643	50.6352	chromosome:NZ_CP021175.1/CP021175.1; plasmid p5CRE51-MCR-1:NZ_CP021176.1/CP021176.1; plasmid p5CRE51-NDM-9:NZ_CP021177.1/CP021177.1	-	3	5511	5100	2017-05-16	2017-05-24	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/695/GCF_002142695.1_ASM214269v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/695/GCA_002142695.1_ASM214269v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.34	0	5256426	0	3	3	5041366	5041366	1752142	1752142	5041366	5041366	50.6	4.93	87.49	11	5006	2	1166	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002156825.1	Escherichia coli strain 95JB1, complete genome	B1	Escherichia coli	95JB1	19668	SAMN06924970 	PRJNA383943	Proteobacteria	Gammaproteobacteria	5.51797	50.5514	chromosome:NZ_CP021335.1/CP021335.1; plasmid p95JB1A:NZ_CP021336.1/CP021336.1; plasmid p95JB1B:NZ_CP021337.1/CP021337.1	-	3	5919	5404	2017-05-23	2017-05-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/825/GCF_002156825.1_ASM215682v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/825/GCA_002156825.1_ASM215682v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.08	0	5517971	0	3	3	5347911	5347911	1839323	1839323	5347911	5347911	50.6	1.62	87.28	11	5366	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002156845.1	Escherichia coli strain 95NR1, complete genome	B1	Escherichia coli	95NR1	19668	SAMN06947002 	PRJNA383942	Proteobacteria	Gammaproteobacteria	5.63676	50.5525	chromosome:NZ_CP021339.1/CP021339.1; plasmid p95NR1A:NZ_CP021340.1/CP021340.1; plasmid p95NR1B:NZ_CP021341.1/CP021341.1	-	3	6087	5562	2017-05-23	2017-05-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/845/GCF_002156845.1_ASM215684v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/845/GCA_002156845.1_ASM215684v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.08	0	5636758	0	3	3	5467988	5467988	1878919	1878919	5467988	5467988	50.5	1.61	87.32	11	5520	3	1202	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002157245.1	Escherichia coli strain 81009, complete genome	B2	Escherichia coli	81009	19668	SAMN06808253 	PRJNA383781	Proteobacteria	Gammaproteobacteria	5.1478	50.829	chromosome:NZ_CP021179.1/CP021179.1; plasmid pEC-81009:NZ_CP021180.1/CP021180.1	-	2	5379	4992	2017-05-24	2018-01-11	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/245/GCF_002157245.1_ASM215724v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/245/GCA_002157245.1_ASM215724v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.33	0	5147804	0	2	2	5012084	5012084	2573902	2573902	5012084	5012084	50.8	0.76	87.64	11	4835	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002163655.1	Escherichia coli strain 9, complete genome	B1	Escherichia coli	KSC9	19668	SAMN06093946 	PRJNA355857	Proteobacteria	Gammaproteobacteria	4.85546	50.7	chromosome:NZ_CP018323.1/CP018323.1	-	1	5040	4681	2017-06-02	2018-01-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/655/GCF_002163655.1_ASM216365v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/655/GCA_002163655.1_ASM216365v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.41	0	4855460	0	1	1	4855460	4855460	4855460	4855460	4855460	4855460	50.7	0	87.59	11	4537	3	1201	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002163955.1	Escherichia coli strain 207, complete genome	B1	Escherichia coli	KSC207	19668	SAMN06165999 	PRJNA355857	Proteobacteria	Gammaproteobacteria	4.9845	50.4935	chromosome:NZ_CP019558.1/CP019558.1; plasmid unnamed:NZ_CP019559.1/CP019559.1	-	2	5130	4832	2017-06-02	2018-01-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/955/GCF_002163955.1_ASM216395v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/163/955/GCA_002163955.1_ASM216395v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.93	0.14	0	4984497	0	2	2	4706707	4706707	2492248	2492248	4706707	4706707	50.5	3.67	87.97	11	4655	2	1202	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002180055.1	Escherichia coli strain AR_0149, complete genome	A	Escherichia coli	AR_0149	19668	SAMN04014990 	PRJNA292902	Proteobacteria	Gammaproteobacteria	4.92486	50.7528	chromosome:NZ_CP021532.1/CP021532.1; plasmid tig00000220:NZ_CP021533.1/CP021533.1; plasmid tig00000221:NZ_CP021534.1/CP021534.1	-	3	5073	4690	2017-06-08	2017-06-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/055/GCF_002180055.1_ASM218005v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/055/GCA_002180055.1_ASM218005v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.14	0	4924856	0	3	3	4830167	4830167	1641618	1641618	4830167	4830167	50.8	2.41	87.54	11	4587	2	1166	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002180095.1	Escherichia coli strain AR_0119, complete genome	B1	Escherichia coli	AR_0149	19668	SAMN04014960 	PRJNA292902	Proteobacteria	Gammaproteobacteria	5.43596	50.5811	chromosome:NZ_CP021535.1/CP021535.1; plasmid unitig_2:NZ_CP021536.1/CP021536.1; plasmid unitig_3:NZ_CP021537.1/CP021537.1; plasmid unitig_4:NZ_CP021538.1/CP021538.1	-	4	5792	5346	2017-06-08	2017-06-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/095/GCF_002180095.1_ASM218009v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/095/GCA_002180095.1_ASM218009v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	1.05	5.88	5435963	0	4	4	5029162	5029162	1358990	1358990	5029162	5029162	50.6	1.45	87.23	11	5254	3	1187	17	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002180135.1	Escherichia coli strain AR_0162, complete genome	A	Escherichia coli	AR_0162	19668	SAMN04015003 	PRJNA292902	Proteobacteria	Gammaproteobacteria	5.06417	50.7925	chromosome:NZ_CP021683.1/CP021683.1; plasmid tig00002623:NZ_CP021680.1/CP021680.1; plasmid tig00003056:NZ_CP021681.1/CP021681.1; plasmid tig00003144:NZ_CP021682.1/CP021682.1; plasmid tig00008015:NZ_CP021684.1/CP021684.1	-	5	5257	4840	2017-06-08	2017-06-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/135/GCF_002180135.1_ASM218013v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/135/GCA_002180135.1_ASM218013v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.2	0	5064173	0	5	5	4810234	4810234	1012834	1012834	4810234	4810234	50.8	1.65	87.38	11	4755	2	1165	6	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002180195.1	Escherichia coli strain AR_0058, complete genome	B2	Escherichia coli	AR_0058	19668	SAMN04014899 	PRJNA292904	Proteobacteria	Gammaproteobacteria	5.10349	50.8096	chromosome:NZ_CP021689.1/CP021689.1; plasmid tig00007555j7554:NZ_CP021690.1/CP021690.1	-	2	5352	4986	2017-06-08	2017-06-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/195/GCF_002180195.1_ASM218019v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/195/GCA_002180195.1_ASM218019v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.35	0	5103486	0	2	2	4940441	4940441	2551743	2551743	4940441	4940441	50.8	0.16	87.74	11	4832	1	1169	3	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002180215.1	Escherichia coli strain AR_0151, complete genome	A	Escherichia coli	AR_0151	19668	SAMN04014992 	PRJNA292902	Proteobacteria	Gammaproteobacteria	4.95934	50.7608	chromosome:NZ_CP021691.1/CP021691.1; plasmid tig00001251:NZ_CP021692.1/CP021692.1; plasmid tig00001252:NZ_CP021693.1/CP021693.1	-	3	5131	4750	2017-06-08	2017-06-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/215/GCF_002180215.1_ASM218021v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/215/GCA_002180215.1_ASM218021v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.14	0	4959341	0	3	3	4862952	4862952	1653113	1653113	4862952	4862952	50.8	2.38	87.52	11	4628	2	1166	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002180275.1	Escherichia coli strain AR_0128, complete genome	B1	Escherichia coli	AR_0128	19668	SAMN04014969 	PRJNA292902	Proteobacteria	Gammaproteobacteria	5.32127	50.6211	chromosome:NZ_CP021722.1/CP021722.1; plasmid tig00000792:NZ_CP021719.1/CP021719.1; plasmid tig00000793:NZ_CP021720.1/CP021720.1; plasmid tig00000856:NZ_CP021721.1/CP021721.1	-	4	5577	5164	2017-06-08	2017-06-10	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/180/275/GCF_002180275.1_ASM218027v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/275/GCA_002180275.1_ASM218027v1	562	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	1.41	5.56	5321269	0	4	4	4967401	4967401	1330317	1330317	4967401	4967401	50.6	2.08	87.5	11	5086	3	1186	18	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002192275.1	Escherichia coli strain AR_0114, complete genome	A	Escherichia coli	AR_0114	19668	SAMN04014955 	PRJNA292902	Proteobacteria	Gammaproteobacteria	5.01734	50.7142	chromosome:NZ_CP021732.1/CP021732.1; plasmid unitig_1:NZ_CP021733.1/CP021733.1; plasmid unitig_2:NZ_CP021734.1/CP021734.1; plasmid unitig_4:NZ_CP021735.1/CP021735.1	-	4	5221	4815	2017-06-13	2017-06-15	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/275/GCF_002192275.1_ASM219227v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/275/GCA_002192275.1_ASM219227v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.17	0	5017345	0	4	4	4786118	4786118	1254336	1254336	4786118	4786118	50.7	4.96	87.31	11	4718	2	1166	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002192295.1	Escherichia coli strain AR_0150, complete genome	A	Escherichia coli	AR_0150	19668	SAMN04014991 	PRJNA292902	Proteobacteria	Gammaproteobacteria	5.07825	50.8127	chromosome:NZ_CP021736.1/CP021736.1; plasmid tig00000255:NZ_CP021737.1/CP021737.1; plasmid tig00000260:NZ_CP021738.1/CP021738.1; plasmid tig00002897alt:NZ_CP021739.1/CP021739.1	-	4	5284	4877	2017-06-13	2017-06-15	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/295/GCF_002192295.1_ASM219229v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/295/GCA_002192295.1_ASM219229v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.14	0	5078246	0	4	4	4864149	4864149	1269561	1269561	4864149	4864149	50.8	2.35	87.4	11	4757	2	1166	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002193095.1	Escherichia coli strain H105, complete genome	B2	Escherichia coli	H105	19668	SAMN07162922 	PRJNA387731	Proteobacteria	Gammaproteobacteria	5.11324	50.829	chromosome:NZ_CP021454.1/CP021454.1; plasmid pH105:NZ_CP021871.1/CP021871.1	-	2	5325	4951	2017-06-14	2017-06-19	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/193/095/GCF_002193095.1_ASM219309v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/193/095/GCA_002193095.1_ASM219309v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.33	0	5113241	0	2	2	4978342	4978342	2556620	2556620	4978342	4978342	50.8	0.77	87.66	11	4795	1	1170	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002201835.1	Escherichia coli strain AR_0137, complete genome	A	Escherichia coli	AR_0137	19668	SAMN04014978 	PRJNA292902	Proteobacteria	Gammaproteobacteria	5.08516	50.8251	chromosome:NZ_CP021879.1/CP021879.1; plasmid tig00001069_pilon:NZ_CP021880.1/CP021880.1; plasmid tig00001145_pilon:NZ_CP021881.1/CP021881.1; plasmid tig00001287_pilon:NZ_CP021882.1/CP021882.1	-	4	5310	4864	2017-06-20	2017-06-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/835/GCF_002201835.1_ASM220183v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/835/GCA_002201835.1_ASM220183v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.67	0.53	0	5085165	0	4	4	4746578	4746578	1271291	1271291	4746578	4746578	50.8	1.21	87.4	11	4803	2	1167	4	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002202175.1	Escherichia coli strain AR_0055, complete genome	B2	Escherichia coli	AR_0055	19668	SAMN04014896 	PRJNA292904	Proteobacteria	Gammaproteobacteria	5.50608	50.8506	chromosome:NZ_CP021935.1/CP021935.1; plasmid unitig_2:NZ_CP021936.1/CP021936.1; plasmid unitig_3j3rc_linear:NZ_CP021937.1/CP021937.1; plasmid unitig_4:NZ_CP021938.1/CP021938.1	-	4	5855	5474	2017-06-20	2017-06-22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/202/175/GCF_002202175.1_ASM220217v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/175/GCA_002202175.1_ASM220217v1	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	1.11	6.67	5506082	0	4	4	5141314	5141314	1376520	1376520	5141314	5141314	50.9	1.93	87.72	11	5287	1	1157	15	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002208865.2	Escherichia coli O157 strain FDAARGOS_293, complete genome	E	Escherichia coli O157	FDAARGOS_293	19668	SAMN06173306 	PRJNA231221	Proteobacteria	Gammaproteobacteria	5.68668	50.4897	chromosome:NZ_CP022050.2/CP022050.2; plasmid unnamed1:NZ_CP022051.2/CP022051.2; plasmid unnamed2:NZ_CP022052.2/CP022052.2	-	3	6091	5624	2017-06-27	2018-03-13	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/865/GCF_002208865.2_ASM220886v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/865/GCA_002208865.2_ASM220886v2	1045010	f__Enterobacteriaceae (UID5124)	134	1172	336	99.97	0.33	0	5686680	0	3	3	5548751	5548751	1895560	1895560	5548751	5548751	50.5	5.25	87.32	11	5501	1	1169	2	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_002209105.2	Escherichia coli O104:H4 strain FDAARGOS_348, complete genome	B1	Escherichia coli O104:H4	FDAARGOS_348	19668	SAMN06173361 	PRJNA231221	Proteobacteria	Gammaproteobacteria	5.44245	50.5423	chromosome:NZ_CP022086.2/CP022086.2; plasmid unnamed1:NZ_CP022085.2/CP022085.2; plasmid unnamed2:NZ_CP022087.2/CP022087.2	-	3	5783	5327	2017-06-27	2018-03-28	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/105/GCF_002209105.2_ASM220910v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/105/GCA_002209105.2_ASM220910v2	1038927	f__Enterobacteriaceae (UID5162)	88	1207	328	99.62	0.72	18.18	5442454	0	3	3	5256950	5256950	1814151	1814151	5256950	5256950	50.6	3.63	87.32	11	5188	3	1193	11	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_900092615.1	Escherichia coli isolate NCTC86EC genome assembly, chromosome: I	A	Escherichia coli	NCTC86EC	19668	SAMEA3988096 	PRJEB14041	Proteobacteria	Gammaproteobacteria	5.14425	50.7	chromosome I:NZ_LT601384.1/LT601384.1	-	1	5289	4756	2016-07-21	2017-02-25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/615/GCF_900092615.1_PRJEB14041	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/615/GCA_900092615.1_PRJEB14041	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.66	0.13	0	5144250	0	1	1	5144250	5144250	5144250	5144250	5144250	5144250	50.7	0	87	11	4853	3	1165	5	0	0	0	complete	non-contaminate	non-heterogeneity
GCF_900096795.1	Escherichia coli isolate 103 genome assembly, chromosome: I	A	Escherichia coli	103	19668	SAMEA4444104 	PRJEB15352	Proteobacteria	Gammaproteobacteria	4.63813	50.8	chromosome I:NZ_LT615378.1/LT615378.1	-	1	4772	4458	2017-01-02	2017-02-26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/795/GCF_900096795.1_Ecoli_AG100_Sample3_Doxycycline_Assembly	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/096/795/GCA_900096795.1_Ecoli_AG100_Sample3_Doxycycline_Assembly	562	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.04	0	4638126	15	1	1	4638126	4638111	4638126	4638111	4638126	4638111	50.8	0	87.6	11	4307	1	1171	1	0	0	0	complete	non-contaminate	non-heterogeneity
